0;1.827000000000000000e+03
1;1.829000000000000000e+03
2;1.829000000000000000e+03
3;1.848000000000000000e+03
4;1.841000000000000000e+03
5;1.836000000000000000e+03
6;1.847000000000000000e+03
7;1.851000000000000000e+03
8;1.833000000000000000e+03
9;1.856000000000000000e+03
10;1.848000000000000000e+03
11;1.848000000000000000e+03
12;1.829000000000000000e+03
13;1.835000000000000000e+03
14;1.841000000000000000e+03
15;1.830000000000000000e+03
16;1.841000000000000000e+03
17;1.835000000000000000e+03
18;1.874000000000000000e+03
19;1.906000000000000000e+03
20;1.913000000000000000e+03
21;1.911000000000000000e+03
22;1.866000000000000000e+03
23;1.850000000000000000e+03
24;1.858000000000000000e+03
25;1.832000000000000000e+03
26;1.798000000000000000e+03
27;1.817000000000000000e+03
28;1.790000000000000000e+03
29;1.803000000000000000e+03
30;1.788000000000000000e+03
31;1.793000000000000000e+03
32;1.790000000000000000e+03
33;1.795000000000000000e+03
34;1.807000000000000000e+03
35;1.794000000000000000e+03
36;1.769000000000000000e+03
37;1.747000000000000000e+03
38;1.750000000000000000e+03
39;1.754000000000000000e+03
40;1.717000000000000000e+03
41;1.770000000000000000e+03
42;1.758000000000000000e+03
43;1.770000000000000000e+03
44;1.758000000000000000e+03
45;1.750000000000000000e+03
46;1.759000000000000000e+03
47;1.760000000000000000e+03
48;1.779000000000000000e+03
49;1.784000000000000000e+03
50;1.774000000000000000e+03
51;1.778000000000000000e+03
52;1.777000000000000000e+03
53;1.763000000000000000e+03
54;1.750000000000000000e+03
55;1.739000000000000000e+03
56;1.748000000000000000e+03
57;1.737000000000000000e+03
58;1.769000000000000000e+03
59;1.760000000000000000e+03
60;1.769000000000000000e+03
61;1.795000000000000000e+03
62;1.816000000000000000e+03
63;1.798000000000000000e+03
64;1.822000000000000000e+03
65;1.810000000000000000e+03
66;1.836000000000000000e+03
67;1.838000000000000000e+03
68;1.844000000000000000e+03
69;1.880000000000000000e+03
70;1.895000000000000000e+03
71;1.877000000000000000e+03
72;1.878000000000000000e+03
73;1.905000000000000000e+03
74;1.903000000000000000e+03
75;1.905000000000000000e+03
76;1.944000000000000000e+03
77;1.958000000000000000e+03
78;1.949000000000000000e+03
79;1.956000000000000000e+03
80;1.911000000000000000e+03
81;1.876000000000000000e+03
82;1.900000000000000000e+03
83;1.860000000000000000e+03
84;1.868000000000000000e+03
85;1.873000000000000000e+03
86;1.849000000000000000e+03
87;1.863000000000000000e+03
88;1.838000000000000000e+03
89;1.843000000000000000e+03
90;1.796000000000000000e+03
91;1.781000000000000000e+03
92;1.782000000000000000e+03
93;1.715000000000000000e+03
94;1.727000000000000000e+03
95;1.729000000000000000e+03
96;1.707000000000000000e+03
97;1.764000000000000000e+03
98;1.728000000000000000e+03
99;1.770000000000000000e+03
100;1.790000000000000000e+03
101;1.755000000000000000e+03
102;1.756000000000000000e+03
103;1.764000000000000000e+03
104;1.755000000000000000e+03
105;1.771000000000000000e+03
106;1.737000000000000000e+03
107;1.736000000000000000e+03
108;1.683000000000000000e+03
109;1.720000000000000000e+03
110;1.711000000000000000e+03
111;1.694000000000000000e+03
112;1.671000000000000000e+03
113;1.706000000000000000e+03
114;1.702000000000000000e+03
115;1.698000000000000000e+03
116;1.711000000000000000e+03
117;1.713000000000000000e+03
118;1.729000000000000000e+03
119;1.753000000000000000e+03
120;1.738000000000000000e+03
121;1.746000000000000000e+03
122;1.772000000000000000e+03
123;1.811000000000000000e+03
124;1.820000000000000000e+03
125;1.846000000000000000e+03
126;1.837000000000000000e+03
127;1.828000000000000000e+03
128;1.839000000000000000e+03
129;1.852000000000000000e+03
130;1.859000000000000000e+03
131;1.854000000000000000e+03
132;1.855000000000000000e+03
133;1.834000000000000000e+03
134;1.831000000000000000e+03
135;1.835000000000000000e+03
136;1.815000000000000000e+03
137;1.822000000000000000e+03
138;1.815000000000000000e+03
139;1.808000000000000000e+03
140;1.839000000000000000e+03
141;1.844000000000000000e+03
142;1.872000000000000000e+03
143;1.910000000000000000e+03
144;1.915000000000000000e+03
145;1.889000000000000000e+03
146;1.889000000000000000e+03
147;1.899000000000000000e+03
148;1.861000000000000000e+03
149;1.867000000000000000e+03
150;1.867000000000000000e+03
151;1.861000000000000000e+03
152;1.886000000000000000e+03
153;1.864000000000000000e+03
154;1.859000000000000000e+03
155;1.859000000000000000e+03
156;1.871000000000000000e+03
157;1.868000000000000000e+03
158;1.852000000000000000e+03
159;1.883000000000000000e+03
160;1.906000000000000000e+03
161;1.889000000000000000e+03
162;1.876000000000000000e+03
163;1.877000000000000000e+03
164;1.874000000000000000e+03
165;1.843000000000000000e+03
166;1.840000000000000000e+03
167;1.820000000000000000e+03
168;1.820000000000000000e+03
169;1.835000000000000000e+03
170;1.831000000000000000e+03
171;1.818000000000000000e+03
172;1.793000000000000000e+03
173;1.796000000000000000e+03
174;1.770000000000000000e+03
175;1.762000000000000000e+03
176;1.752000000000000000e+03
177;1.737000000000000000e+03
178;1.728000000000000000e+03
179;1.740000000000000000e+03
180;1.722000000000000000e+03
181;1.723000000000000000e+03
182;1.734000000000000000e+03
183;1.710000000000000000e+03
184;1.692000000000000000e+03
185;1.705000000000000000e+03
186;1.738000000000000000e+03
187;1.763000000000000000e+03
188;1.762000000000000000e+03
189;1.751000000000000000e+03
190;1.729000000000000000e+03
191;1.713000000000000000e+03
192;1.727000000000000000e+03
193;1.720000000000000000e+03
194;1.732000000000000000e+03
195;1.749000000000000000e+03
196;1.746000000000000000e+03
197;1.756000000000000000e+03
198;1.761000000000000000e+03
199;1.780000000000000000e+03
200;1.783000000000000000e+03
